sentence_id,words,labels,pos_tag
15,to,O,TO
15,generate,O,VB
15,answer,O,NN
15,relevant,O,JJ
15,questions,O,NNS
15,.,O,.
16,The,O,DT
16,lexical,B,JJ
16,features,I,NNS
16,include,B,VBP
16,part,B,NN
16,-,I,:
16,of,I,IN
16,-,I,:
16,speech,I,NN
16,(,I,(
16,POS,I,NNP
16,),I,)
16,and,O,CC
16,named,B,VBN
16,entity,I,NN
16,(,I,(
16,NER,I,NNP
16,),I,)
16,tags,I,VBZ
16,to,B,TO
16,help,I,VB
16,produce,I,VB
16,better,B,JJR
16,sentence,I,NN
16,encoding,I,NN
16,.,O,.
17,Lastly,O,RB
17,",",O,","
17,the,O,DT
17,decoder,B,NN
17,with,B,IN
17,attention,B,NN
17,mechanism,I,NN
17,generates,B,VBZ
17,an,O,DT
17,answer,B,NN
17,specific,I,JJ
17,question,I,NN
17,of,B,IN
17,the,O,DT
17,sentence,B,NN
17,.,O,.
18,PCFG,B,NNP
18,-,I,:
18,Trans,I,NNS
19,The,O,DT
19,rule,B,NN
19,-,I,:
19,based,I,VBN
19,system,I,NN
19,1,O,CD
19,modified,O,VBN
19,on,O,IN
19,the,O,DT
19,code,O,NN
19,released,O,VBN
19,by,O,IN
19,.,O,.
20,s,B,RB
20,2,I,CD
20,s+,I,NNS
20,att,I,NN
21,We,O,PRP
21,implement,B,VBP
21,a,O,DT
21,seq2seq,B,NN
21,with,I,IN
21,attention,I,NN
21,as,O,IN
21,the,O,DT
21,baseline,O,NN
21,method,O,NN
21,.,O,.
22,NQG,B,NN
23,We,O,PRP
23,extend,B,VBP
23,the,O,DT
23,s,B,NN
23,2s+,I,CD
23,att,I,NN
23,with,B,IN
23,our,O,PRP$
23,feature,B,NN
23,-,I,:
23,rich,I,JJ
23,encoder,I,NN
23,to,B,TO
23,build,I,VB
23,the,O,DT
23,NQG,B,NNP
23,system,I,NN
23,.,O,.
24,NQG,B,NNP
24,+,I,NNP
24,Based,O,VBD
24,on,O,IN
24,NQG,O,NNP
24,",",O,","
24,we,O,PRP
24,incorporate,B,VBP
24,copy,B,JJ
24,mechanism,I,NN
24,to,O,TO
24,deal,B,VB
24,with,I,IN
24,rare,B,JJ
24,words,I,NNS
24,problem,I,NN
24,.,O,.
25,NQG,B,NNP
25,+,I,NNP
25,Pretrain,I,NNP
25,Based,B,VBD
25,on,I,IN
25,NQG,B,NNP
25,+,I,NNP
25,",",O,","
25,we,O,PRP
25,initialize,B,VBP
25,the,O,DT
25,word,B,NN
25,embedding,I,VBG
25,matrix,I,NN
25,with,B,IN
25,pre-trained,B,JJ
25,GloVe,I,NNP
25,vectors,I,NNS
25,.,O,.
26,NQG,B,NNP
26,+,I,NNP
26,STshare,I,NNP
26,Based,B,VBD
26,on,I,IN
26,NQG,B,NNP
26,+,I,NNP
26,",",O,","
26,we,O,PRP
26,make,B,VBP
26,the,O,DT
26,encoder,B,NN
26,and,I,CC
26,decoder,I,NN
26,share,B,NN
26,the,O,DT
26,same,B,JJ
26,embedding,I,NN
26,matrix,I,NN
26,.,O,.
27,NQG,B,NNP
27,++,I,NN
28,Based,B,VBN
28,on,I,IN
28,NQG,B,NNP
28,+,I,NNP
28,",",O,","
28,we,O,PRP
28,use,B,VBP
28,both,O,DT
28,pre-train,B,JJ
28,word,I,NN
28,embedding,I,NN
28,and,I,CC
28,STshare,I,NNP
28,methods,I,NNS
28,",",O,","
28,to,B,TO
28,further,I,RBR
28,improve,I,VB
28,the,O,DT
28,performance,B,NN
28,.,O,.
29,Our,O,PRP$
29,NQG,B,NNP
29,framework,I,NN
29,outperforms,B,VBZ
29,the,O,DT
29,PCFG,B,NNP
29,-,I,:
29,Trans,I,NNPS
29,and,I,CC
29,s,I,VB
29,2s,I,CD
29,+,I,NNP
29,att,I,NN
29,baselines,I,NNS
29,by,B,IN
29,a,O,DT
29,large,B,JJ
29,margin,I,NN
29,.,O,.
30,With,B,IN
30,the,I,DT
30,help,I,NN
30,of,I,IN
30,copy,B,NN
30,mechanism,I,NN
30,",",O,","
30,NQG,B,NNP
30,+,I,NNP
30,has,O,VBZ
30,a,O,DT
30,2.05,B,CD
30,BLEU,I,NNP
30,improvement,I,NN
30,since,O,IN
30,it,O,PRP
30,solves,O,VBZ
30,the,O,DT
30,rare,O,JJ
30,words,O,NNS
30,problem,O,NN
30,.,O,.
31,The,O,DT
31,extended,O,JJ
31,version,O,NN
31,",",O,","
31,NQG,B,NNP
31,++,I,NNP
31,",",O,","
31,has,O,VBZ
31,1.11,B,CD
31,BLEU,I,NNP
31,score,I,RB
31,gain,I,NN
31,over,B,IN
31,NQG,B,NNP
31,+,I,NNP
31,",",O,","
31,which,O,WDT
31,shows,O,VBZ
31,that,O,IN
31,initializing,O,VBG
31,with,O,IN
31,pre-trained,O,JJ
31,word,O,NN
31,vectors,O,NNS
31,and,O,CC
31,sharing,O,VBG
31,them,O,PRP
31,between,O,IN
31,encoder,O,NN
31,and,O,CC
31,decoder,O,NN
31,help,O,NN
31,learn,O,VB
31,better,O,JJR
31,word,O,NN
31,representation,O,NN
31,.,O,.
32,The,O,DT
32,answer,B,JJR
32,position,I,NN
32,indicator,I,NN
32,",",O,","
32,as,O,IN
32,expected,O,VBN
32,",",O,","
32,plays,B,VBZ
32,a,O,DT
32,crucial,B,JJ
32,role,I,NN
32,in,B,IN
32,answer,B,NN
32,focused,I,VBN
32,question,I,NN
32,generation,I,NN
32,as,O,IN
32,shown,O,VBN
32,in,O,IN
32,the,O,DT
32,NQG,O,NNP
32,?,O,.
33,NER,O,NNP
33,",",O,","
33,show,B,VBP
33,that,I,IN
33,word,B,NN
33,case,I,NN
33,",",I,","
33,POS,I,NNP
33,and,I,CC
33,NER,I,NNP
33,tag,I,NN
33,features,I,NNS
33,contributes,B,VBZ
33,to,I,TO
33,question,B,VB
33,generation,I,NN
33,.,O,.
34,Learning,O,VBG
34,Better,O,NNP
34,Internal,O,NNP
34,Structure,O,NNP
34,of,O,IN
34,Words,O,NNP
34,for,O,IN
34,Sequence,B,NNP
34,Labeling,I,NNP
35,Furthermore,O,RB
35,",",O,","
35,we,O,PRP
35,propose,B,VBP
35,IntNet,B,NNP
35,",",O,","
35,a,O,DT
35,funnel,B,NN
35,-,I,:
35,shaped,I,VBD
35,wide,I,JJ
35,convolutional,I,JJ
35,neural,I,JJ
35,network,I,NN
35,for,B,IN
35,learning,I,VBG
35,the,O,DT
35,internal,B,JJ
35,structure,I,NN
35,of,I,IN
35,words,I,NNS
35,by,B,IN
35,composing,I,VBG
35,their,O,PRP$
35,characters,B,NNS
35,.,O,.
36,Unlike,O,IN
36,previous,O,JJ
36,CNN,O,NNP
36,-,O,:
36,based,O,VBN
36,approaches,O,NNS
36,",",O,","
36,our,O,PRP$
36,funnel,B,SYM
36,-,I,:
36,shaped,I,VBN
36,Int,I,NNP
36,-,I,:
36,Net,I,NN
36,explores,B,VBZ
36,deeper,B,JJR
36,and,I,CC
36,wider,I,JJR
36,architecture,I,NN
36,with,B,IN
36,no,I,DT
36,down,B,RP
36,-,I,:
36,sampling,I,NN
36,for,B,IN
36,learning,I,VBG
36,character,B,NN
36,-,I,:
36,to,I,TO
36,-,I,:
36,word,I,NN
36,representations,I,NNS
36,from,B,IN
36,limited,B,JJ
36,supervised,I,VBD
36,training,I,NN
36,corpora,I,NN
36,.,O,.
37,Lastly,O,RB
37,",",O,","
37,we,O,PRP
37,combine,B,VBP
37,our,O,PRP$
37,IntNet,B,NNP
37,model,I,NN
37,with,B,IN
37,LSTM,B,NNP
37,-,I,:
37,CRF,I,NNP
37,",",O,","
37,which,O,WDT
37,captures,B,VBZ
37,both,O,DT
37,word,B,NN
37,shape,I,NN
37,and,O,CC
37,context,B,NN
37,information,I,NN
37,",",O,","
37,and,O,CC
37,jointly,B,RB
37,decode,I,VB
37,tags,B,NNS
37,for,B,IN
37,sequence,B,NN
37,labeling,I,NN
37,.,O,.
38,The,O,DT
38,size,B,NN
38,of,B,IN
38,the,O,DT
38,dimensions,B,NNS
38,of,B,IN
38,character,B,NN
38,embeddings,I,NNS
38,is,B,VBZ
38,32,B,CD
38,which,O,WDT
38,are,B,VBP
38,randomly,B,RB
38,initialized,I,VBN
38,using,B,VBG
38,a,O,DT
38,uniform,B,JJ
38,distribution,I,NN
38,.,O,.
39,We,O,PRP
39,adopt,B,VBP
39,the,O,DT
39,same,B,JJ
39,initialization,I,NN
39,method,I,NN
39,for,B,IN
39,randomly,B,RB
39,initialized,I,VBN
39,word,I,NN
39,embeddings,I,NNS
39,that,O,WDT
39,are,O,VBP
39,updated,B,VBN
39,during,I,IN
39,training,B,NN
39,.,O,.
40,For,B,IN
40,IntNet,B,NNP
40,",",O,","
40,the,O,DT
40,filter,B,NN
40,size,I,NN
40,of,B,IN
40,the,O,DT
40,initial,B,JJ
40,convolution,I,NN
40,is,B,VBZ
40,32,B,CD
40,and,O,CC
40,that,O,DT
40,of,O,IN
40,other,B,JJ
40,convolutions,I,NNS
40,is,B,VBZ
40,16,B,CD
40,.,O,.
41,The,O,DT
41,number,B,NN
41,of,I,IN
41,convolutional,I,JJ
41,layers,I,NNS
41,are,B,VBP
41,5,B,CD
41,and,I,CC
41,9,I,CD
41,for,B,IN
41,IntNet,B,NNP
41,-,I,:
41,5,I,CD
41,and,I,CC
41,IntNet,I,NNP
41,-,I,:
41,9,I,CD
41,",",O,","
41,respectively,O,RB
41,",",O,","
41,and,O,CC
41,we,O,PRP
41,have,O,VBP
41,adopted,B,VBN
41,the,O,DT
41,same,B,JJ
41,weight,I,NN
41,initialization,I,NN
41,as,B,IN
41,that,O,DT
41,of,O,IN
41,ResNet,B,NNP
41,.,O,.
42,We,O,PRP
42,use,B,VBP
42,pre-trained,B,JJ
42,word,I,NN
42,embeddings,I,NNS
42,for,B,IN
42,initialization,B,NN
42,",",O,","
42,GloVe,B,NNP
42,100,I,CD
42,-,I,:
42,dimension,I,NN
42,word,I,NN
42,embeddings,I,NNS
42,for,B,IN
42,English,B,NNP
42,",",O,","
42,and,O,CC
42,fastText,B,JJ
42,300,I,CD
42,dimension,I,NN
42,word,I,NN
42,embeddings,I,NNS
42,for,B,IN
42,Spanish,B,JJ
42,",",I,","
42,Dutch,I,NNP
42,",",I,","
42,and,I,CC
42,German,I,NNP
42,.,O,.
43,The,O,DT
43,state,B,NN
43,size,I,NN
43,of,B,IN
43,the,O,DT
43,bi-directional,B,JJ
43,LSTMs,I,NNP
43,is,O,VBZ
43,set,B,VBN
43,to,I,TO
43,256,B,CD
43,.,O,.
44,We,O,PRP
44,adopt,O,VBP
44,standard,B,JJ
44,BIOES,I,NNP
44,tagging,I,VBG
44,scheme,I,NN
44,for,B,IN
44,NER,B,NNP
44,and,I,CC
44,Chunking,I,NNP
44,.,O,.
45,We,O,PRP
45,employ,B,VBP
45,mini-batch,B,JJ
45,stochastic,I,JJ
45,gradient,I,NN
45,descent,I,NN
45,with,B,IN
45,momentum,B,NN
45,.,O,.
46,0.05,B,CD
46,is,B,VBZ
46,the,O,DT
46,decay,B,NN
46,ratio,I,NN
46,",",O,","
46,the,O,DT
46,value,O,NN
46,of,O,IN
46,gradient,B,NN
46,clipping,I,NN
46,is,B,VBZ
46,5,B,CD
46,.,O,.
47,Dropout,B,NN
47,is,O,VBZ
47,applied,B,VBN
47,on,I,IN
47,the,O,DT
47,input,B,NN
47,of,B,IN
47,IntNet,B,NNP
47,",",I,","
47,LSTMs,I,NNP
47,",",I,","
47,and,I,CC
47,CRF,I,NNP
47,",",O,","
47,and,O,CC
47,its,O,PRP$
47,ratio,B,NN
47,0.5,B,CD
47,is,O,VBZ
47,fixed,O,VBN
47,",",O,","
47,but,O,CC
47,with,O,IN
47,no,O,DT
47,dropout,O,NN
47,inside,O,IN
47,of,O,IN
47,IntNet,O,NNP
47,.,O,.
48,Firstly,O,RB
48,",",O,","
48,we,O,PRP
48,use,B,VBP
48,LSTM,B,JJ
48,-,I,:
48,CRF,I,NN
48,with,B,IN
48,randomly,B,JJ
48,initialized,I,VBN
48,word,I,NN
48,embeddings,I,NNS
48,as,O,IN
48,our,O,PRP$
48,initial,O,JJ
48,baseline,O,NN
48,.,O,.
49,We,O,PRP
49,adopt,B,VBP
49,two,B,CD
49,state,I,NN
49,-,I,:
49,of,I,IN
49,-,I,:
49,the,I,DT
49,-,I,:
49,art,I,NN
49,methods,I,NNS
49,in,B,IN
49,sequence,B,NN
49,labeling,I,NN
49,",",O,","
49,denoted,B,VBN
49,as,I,IN
49,char,B,NN
49,-,I,:
49,LSTM,I,NNP
49,and,O,CC
49,char,B,SYM
49,-,I,:
49,CNN,I,NN
49,.,O,.
50,We,O,PRP
50,add,B,VBP
50,more,B,JJR
50,layers,I,NNS
50,to,B,TO
50,the,O,DT
50,char,B,NN
50,-,I,:
50,CNN,I,NNP
50,model,I,NN
50,and,O,CC
50,refer,B,NN
50,to,I,TO
50,that,O,DT
50,as,O,IN
50,char,B,NN
50,-,I,:
50,CNN,I,NNP
50,-,I,:
50,5,I,CD
50,and,I,CC
50,char,I,VB
50,-,I,:
50,CNN,I,NNP
50,-,I,:
50,9,I,CD
50,",",O,","
50,respectively,O,RB
50,for,B,IN
50,5,B,CD
50,and,I,CC
50,9,I,CD
50,convolutional,I,JJ
50,layers,I,NNS
50,.,O,.
51,Furthermore,O,RB
51,",",O,","
51,we,O,PRP
51,add,O,VBP
51,residual,B,JJ
51,connections,I,NNS
51,to,B,TO
51,the,O,DT
51,char,B,NN
51,-,I,:
51,CNN,I,NNP
51,-,I,:
51,9,I,CD
51,and,O,CC
51,refer,B,VB
51,it,I,PRP
51,as,I,IN
51,char,B,NN
51,-,I,:
51,ResNet,I,NN
51,.,O,.
52,Also,O,RB
52,",",O,","
52,we,O,PRP
52,apply,B,VBP
52,3,B,CD
52,dense,I,NN
52,blocks,I,NNS
52,based,B,VBN
52,on,I,IN
52,char,B,NN
52,-,I,:
52,ResNet,I,NN
52,which,O,WDT
52,we,O,PRP
52,refer,B,VBP
52,to,I,TO
52,as,I,IN
52,char,B,JJ
52,-,I,:
52,DenseNet,I,NN
52,",",O,","
52,to,O,TO
52,compare,O,VB
52,the,O,DT
52,difference,O,NN
52,between,O,IN
52,residual,O,JJ
52,connection,O,NN
52,and,O,CC
52,dense,O,NN
52,connection,O,NN
52,.,O,.
53,5,O,CD
53,Results,O,NNS
53,and,O,CC
53,Analysis,O,NNP
53,5.1,O,CD
53,Character,B,NNP
53,-,I,:
53,to,I,TO
53,-,I,:
53,word,I,NN
53,Models,I,NNP
53,presents,O,VBZ
53,the,O,DT
53,performance,O,NN
53,of,O,IN
53,different,O,JJ
53,character,O,NN
53,-,O,:
53,to,O,TO
53,-,O,:
53,word,O,NN
53,models,O,NNS
53,on,O,IN
53,six,O,CD
53,benchmark,O,JJ
53,datasets,O,NNS
53,.,O,.
54,The,O,DT
54,result,O,NN
54,shows,O,VBZ
54,that,O,IN
54,for,O,IN
54,most,O,JJS
54,of,O,IN
54,the,O,DT
54,datasets,O,NNS
54,",",O,","
54,the,O,DT
54,F1,B,NNP
54,score,I,NN
54,does,B,VBZ
54,not,I,RB
54,improve,B,VB
54,much,I,RB
54,when,B,WRB
54,we,O,PRP
54,directly,B,RB
54,add,I,VBP
54,more,B,JJR
54,layers,I,NNS
54,.,O,.
55,We,O,PRP
55,also,O,RB
55,observe,B,VBP
55,some,B,DT
55,accuracy,I,NN
55,drop,I,NN
55,when,B,WRB
55,we,O,PRP
55,continuously,B,RB
55,increase,I,VB
55,the,O,DT
55,depth,B,NN
55,.,O,.
56,Furthermore,O,RB
56,",",O,","
56,we,O,PRP
56,add,B,VBP
56,residual,B,JJ
56,connections,I,NNS
56,to,B,TO
56,char,B,VB
56,-,I,:
56,CNN,I,NNP
56,-,I,:
56,9,I,CD
56,as,B,IN
56,char,B,NN
56,-,I,:
56,ResNet,I,NNP
56,-,I,:
56,9,I,CD
56,",",O,","
56,which,O,WDT
56,confirms,B,VBZ
56,that,I,IN
56,residual,B,JJ
56,connections,I,NNS
56,can,O,MD
56,help,B,VB
56,train,I,VB
56,deep,B,JJ
56,layers,I,NNS
56,.,O,.
57,We,O,PRP
57,further,O,VBP
57,improve,B,VB
57,char,B,NN
57,-,I,:
57,ResNet,I,NNP
57,-,I,:
57,9,I,CD
57,by,B,IN
57,changing,I,VBG
57,residual,B,JJ
57,connections,I,NNS
57,into,B,IN
57,dense,B,JJ
57,connection,I,NN
57,blocks,I,NNS
57,as,B,IN
57,char,B,NN
57,-,I,:
57,DenseNet,I,NNP
57,-,I,:
57,9,I,CD
57,",",O,","
57,which,O,WDT
57,shows,B,VBZ
57,that,I,IN
57,the,O,DT
57,dense,B,NN
57,connections,I,NNS
57,are,B,VBP
57,better,B,JJR
57,than,B,IN
57,residual,B,JJ
57,connections,I,NNS
57,for,B,IN
57,learning,I,VBG
57,word,B,NN
57,shape,I,NN
57,information,I,NN
57,.,O,.
58,Our,O,PRP$
58,proposed,B,VBN
58,character,I,NN
58,-,I,:
58,to,I,TO
58,-,I,:
58,word,I,NN
58,model,I,NN
58,",",I,","
58,char,I,SYM
58,-,I,:
58,IntNet,I,NNP
58,-,I,:
58,5,I,CD
58,and,I,CC
58,char,I,VB
58,-,I,:
58,IntNet,I,NNP
58,-,I,:
58,9,I,CD
58,generally,O,RB
58,improves,B,VBZ
58,the,O,DT
58,results,B,NNS
58,across,B,IN
58,all,B,DT
58,datasets,I,NNS
58,.,O,.
59,Our,O,PRP$
59,IntNet,B,NNP
59,significantly,B,RB
59,outperforms,I,VBZ
59,other,B,JJ
59,character,I,NN
59,embedding,I,VBG
59,models,I,NNS
59,",",O,","
59,for,O,IN
59,example,O,NN
59,",",O,","
59,the,O,DT
59,improvement,O,NN
59,is,O,VBZ
59,more,O,JJR
59,than,O,IN
59,2,O,CD
59,%,O,NN
59,in,O,IN
59,terms,O,NNS
59,of,O,IN
59,F,O,NNP
59,1,O,CD
59,score,O,NN
59,for,O,IN
59,German,O,JJ
59,and,O,CC
59,Dutch,O,NNP
59,.,O,.
60,Also,O,RB
60,",",O,","
60,we,O,PRP
60,observe,O,VBP
60,that,O,DT
60,char,B,VBP
60,-,I,:
60,IntNet,I,NNP
60,-,I,:
60,5,I,CD
60,is,B,VBZ
60,more,B,RBR
60,effective,I,JJ
60,for,B,IN
60,learning,I,VBG
60,character,B,NN
60,-,I,:
60,to,I,TO
60,-,I,:
60,word,I,NN
60,representations,I,NNS
60,than,B,IN
60,char,B,SYM
60,-,I,:
60,IntNet,I,NNP
60,-,I,:
60,9,I,CD
60,in,B,IN
60,most,B,JJS
60,of,I,IN
60,the,I,DT
60,cases,I,NNS
60,.,O,.
61,Table,O,JJ
61,2,O,CD
61,presents,O,NNS
61,our,O,PRP$
61,proposed,O,VBN
61,model,O,NN
61,in,B,IN
61,comparison,I,NN
61,with,I,IN
61,state,B,NN
61,-,I,:
61,of,I,IN
61,-,I,:
61,the,I,DT
61,-,I,:
61,art,I,NN
61,results,I,NNS
61,.,O,.
62,These,O,DT
62,experiments,O,NNS
62,show,B,VBP
62,that,I,IN
62,our,B,PRP$
62,char,I,NN
62,-,I,:
62,IntNet,I,NNP
62,generally,O,RB
62,improves,B,VBZ
62,results,B,NNS
62,across,B,IN
62,different,B,JJ
62,models,I,NNS
62,and,I,CC
62,datasets,I,NNS
62,.,O,.
63,The,O,DT
63,improvement,O,NN
63,is,O,VBZ
63,more,O,RBR
63,pronounced,O,JJ
63,for,B,IN
63,non-English,O,JJ
63,datasets,O,NNS
63,",",O,","
63,for,O,IN
63,example,O,NN
63,",",O,","
63,IntNet,B,NNP
63,improves,B,VBZ
63,the,O,DT
63,F,B,NNP
63,-,I,:
63,1,I,CD
63,score,I,NN
63,over,B,IN
63,the,O,DT
63,stateof,B,JJ
63,-,I,:
63,the,I,DT
63,-,I,:
63,art,I,NN
63,results,I,NNS
63,by,B,IN
63,more,I,JJR
63,than,I,IN
63,2,B,CD
63,%,I,NN
63,for,O,IN
63,Dutch,B,NNP
63,and,I,CC
63,Spanish,I,NNP
63,.,O,.
64,It,O,PRP
64,also,O,RB
64,shows,B,VBZ
64,that,I,IN
64,the,O,DT
64,results,B,NNS
64,of,B,IN
64,LSTM,B,NNP
64,-,I,:
64,CRF,I,NN
64,are,B,VBP
64,significantly,B,RB
64,improved,I,VBN
64,after,B,IN
64,adding,I,VBG
64,character,B,NN
64,-,I,:
64,to,I,TO
64,-,I,:
64,word,I,NN
64,models,I,NNS
64,",",O,","
64,which,O,WDT
64,confirms,O,VBZ
64,that,O,IN
64,word,O,NN
64,shape,O,NN
64,information,O,NN
64,is,O,VBZ
64,very,O,RB
64,important,O,JJ
64,for,O,IN
64,sequence,O,NN
64,labeling,O,NN
64,.,O,.
65,Morphosyntactic,B,JJ
65,Tagging,I,NNP
65,with,O,IN
65,a,O,DT
65,Meta-BiLSTM,O,JJ
65,Model,O,NNP
65,over,O,IN
65,Context,O,NNP
65,Sensitive,O,NNP
65,Token,O,NNP
65,Encodings,O,NNS
66,We,O,PRP
66,propose,O,VBP
66,a,O,DT
66,novel,O,NN
66,model,O,NN
66,where,O,WRB
